Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Beneil Dariush,"5' 10""","72.0""",23,7,1,49%,57%,0.0,9.0,3.0,5.0,4.0,4.0,9.0,0.0,0.0
Kyle Daukaus,"6' 2""","76.0""",17,4,0,53%,42%,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
Chris Daukaus,"6' 3""","76.0""",12,7,0,50%,55%,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0
Brandon Davis,"5' 10""","72.0""",14,10,0,35%,58%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mike Davis,"6' 0""","72.0""",12,3,0,53%,54%,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
Hakeem Dawodu,"5' 8""","73.0""",13,4,1,50%,56%,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Grant Dawson,"5' 10""","72.0""",23,3,1,52%,44%,0.0,5.0,2.0,4.0,0.0,3.0,8.0,0.0,0.0
Martin Day,"5' 10""","73.0""",8,6,0,45%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yorgan De Castro,"6' 0""","74.0""",6,3,0,43%,53%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Geraldo de Freitas,"5' 7""","72.0""",12,6,0,52%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Montana De La Rosa,"5' 7""","68.0""",13,9,1,37%,45%,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0
Mark De La Rosa,"5' 6""","65.0""",11,5,0,35%,48%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mike de la Torre,"5' 11""","71.0""",14,7,0,39%,51%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Rodrigo de Lima,"5' 7""",0,8,3,1,33%,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jair De Oliveira,"5' 9""","69.0""",6,1,0,60%,69%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabela de Padua,"5' 3""","64.0""",5,2,0,35%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gloria de Paula,"5' 5""","67.0""",6,5,0,53%,66%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Reinier de Ridder,"6' 4""","78.0""",21,4,0,48%,46%,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
Carl Deaton,"5' 7""","69.0""",17,7,0,31%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallen Del Rosario,"5' 4""","67.0""",8,2,0,32%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yadier del Valle,"5' 9""","69.0""",10,1,0,60%,55%,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Jose Delano,"5' 8""","70.0""",16,3,0,65%,72%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto DeLeon,0,0,7,7,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Delgado,"5' 11""","74.0""",10,2,0,54%,47%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Ante Delija,"6' 3""","78.0""",26,8,0,38%,52%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jack Della Maddalena,"5' 11""","73.0""",18,3,0,51%,63%,0.0,3.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0
Jon Delos Reyes,"5' 6""","67.0""",8,5,0,38%,51%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Vanessa Demopoulos,"5' 2""","59.0""",11,8,0,39%,41%,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Chris Dempsey,"5' 10""","72.0""",11,5,0,32%,65%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mackenzie Dern,"5' 4""","63.0""",16,5,0,41%,51%,0.0,6.0,0.0,5.0,4.0,0.0,5.0,0.0,2.0
Robelis Despaigne,"6' 7""","84.0""",5,2,0,59%,46%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Alessio Di Chirico,"6' 0""","74.0""",13,7,0,39%,61%,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
Micol Di Segni,"5' 3""","60.0""",7,3,0,40%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Diakiese,"5' 10""","73.0""",17,7,0,40%,52%,0.0,6.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0
Tyler Diamond,"5' 7""","69.0""",9,1,0,47%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood Diamond,"5' 11""","76.0""",3,3,0,55%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Dias,"5' 6""","69.0""",11,3,0,44%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Felipe Dias,"5' 10""","74.0""",17,5,0,38%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magno Dias,"5' 5""","67.0""",6,2,0,45%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Diaz,"5' 10""",0,11,4,1,42%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozzy Diaz,"6' 4""","79.0""",10,3,0,50%,59%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Juan Diaz,"5' 8""","69.0""",15,1,1,39%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ding Meng,"6' 2""","73.0""",34,9,0,50%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonata Diniz,"6' 4""","79.0""",9,2,0,56%,56%,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Rico DiSciullo,"5' 8""",0,9,2,0,33%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Dixon,"5' 10""","75.0""",9,1,0,43%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Doane,"5' 7""","70.0""",15,8,0,40%,53%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Drew Dober,"5' 8""","70.0""",29,15,0,41%,53%,0.0,3.0,11.0,1.0,7.0,3.0,5.0,0.0,0.0
Shana Dobson,"5' 6""","69.0""",4,5,0,37%,50%,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
AJ Dobson,"6' 1""","76.0""",7,3,0,46%,46%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Roman Dolidze,"6' 2""","76.0""",15,4,0,41%,48%,0.0,4.0,5.0,0.0,4.0,1.0,3.0,0.0,1.0
Cameron Dollar,"5' 11""",0,11,5,0,38%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Donaldson,"5' 8""",0,2,2,0,23%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniil Donchenko,"5' 11""","71.0""",14,2,0,60%,72%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Dong Huaxiang,"5' 3""","61.0""",12,3,0,59%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Dos Santos,"5' 10""",0,6,4,0,51%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acacio Dos Santos,"6' 4""","79.0""",14,5,0,41%,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayanne dos Santos,"5' 2""","62.0""",14,9,0,40%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe dos Santos,"5' 7""","70.0""",8,3,0,39%,41%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tiago dos Santos e Silva,"5' 9""","70.0""",20,7,2,35%,59%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Oleksandr Doskalchuk,"5' 6""",0,10,2,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lerryan Douglas,"5' 9""","72.0""",13,5,0,87%,66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Doumbe,"5' 10""",0,2,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Drago,"5' 10""","71.0""",7,3,0,29%,65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Drilich,"5' 5""","65.0""",8,2,0,31%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Driscoll,"5' 11""","74.0""",12,3,0,32%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dricus Du Plessis,"6' 1""","76.0""",23,3,0,48%,52%,0.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0
Antonio Duarte,"5' 7""",0,19,7,0,40%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuneisy Duben,"5' 4""","65.0""",6,1,0,48%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthieu Duclos,"6' 3""","77.0""",6,3,0,37%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Ducote,"5' 2""","63.0""",13,9,0,52%,57%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Viktoriia Dudakova,"5' 5""","67.0""",8,2,0,47%,50%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Milana Dudieva,"5' 3""",0,11,6,0,31%,58%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Adin Duenas,"5' 6""",0,6,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Duffy,"5' 10""","73.0""",16,5,0,34%,54%,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
Jack Duffy,"5' 7""","69.0""",7,1,0,69%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Dufresne,"5' 9""",0,6,3,0,27%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam Dulatov,"6' 3""","75.0""",12,1,0,54%,50%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Isaac Dulgarian,"5' 7""","71.0""",7,2,0,63%,40%,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Sedriques Dumas,"6' 2""","79.0""",10,4,0,44%,55%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Norma Dumont,"5' 7""","67.0""",13,2,0,50%,65%,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
Chris Duncan,"5' 10""","71.0""",15,2,0,46%,51%,0.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0
Christian Leroy Duncan,"6' 2""","79.0""",13,2,0,58%,51%,0.0,1.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0
Tom Duquesnoy,"5' 7""","68.0""",16,2,0,45%,62%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Albert Duraev,"5' 11""","75.0""",16,5,0,40%,59%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Cody Durden,"5' 7""","67.0""",17,10,1,44%,50%,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0
Rilley Dutro,"5' 8""",0,11,4,0,54%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merab Dvalishvili,"5' 6""","68.0""",21,5,0,41%,54%,0.0,12.0,1.0,1.0,0.0,1.0,9.0,0.0,4.0
David Dvorak,"5' 5""","68.0""",20,6,0,43%,59%,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Matt Dwyer,"6' 4""","76.0""",9,4,0,34%,54%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Rolando Dy,"5' 8""","69.0""",9,7,1,37%,52%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shanelle Dyer,"5' 6""","65.0""",6,1,0,41%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody East,"6' 3""",0,12,3,0,43%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roybert Echeverria,"5' 5""","67.0""",7,1,0,53%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul-Kerim Edilov,"6' 2""",0,17,4,0,61%,92%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Leon Edwards,"6' 2""","74.0""",22,6,0,54%,52%,0.0,10.0,3.0,1.0,1.0,0.0,7.0,0.0,6.0
Te Edwards,"5' 8""","72.0""",6,3,0,41%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adli Edwards,0,0,4,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joselyne Edwards,"5' 8""","70.0""",17,6,0,53%,50%,0.0,4.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0
Stephanie Egger,"5' 6""","68.0""",8,5,0,46%,52%,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
Evan Elder,"5' 10""","72.0""",10,2,0,50%,57%,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Billy Elekana,"6' 3""","77.0""",10,2,0,56%,46%,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
Joao Elias,"5' 3""","64.0""",17,4,1,50%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Elliott,"5' 7""","66.0""",22,13,1,44%,57%,0.0,7.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0
Oban Elliott,"6' 0""","72.0""",12,4,0,48%,61%,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
Elisha Ellison,"6' 0""","78.0""",5,2,0,33%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Else,"5' 9""","71.0""",10,6,0,40%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ely,"5' 8""",0,5,2,0,15%,69%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sovannahry Em,"5' 4""",0,3,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramazan Emeev,"5' 10""","76.0""",20,6,0,45%,65%,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Jamall Emmers,"5' 10""","74.0""",22,8,0,49%,57%,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0
Kolton Englund,"5' 10""","69.0""",9,4,0,25%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Enkamp,"6' 0""","77.0""",7,2,0,36%,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Enlund,"5' 10""",0,14,2,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Entwistle,"5' 5""",0,9,3,0,7%,31%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Andy Enz,"6' 3""","78.0""",10,4,0,23%,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuji Ephoevi-Ga,"6' 0""","75.0""",11,1,0,71%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Epps,0,0,6,7,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdellah Er-Ramy,"6' 0""","74.0""",7,2,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Erceg,"5' 8""","68.0""",13,4,0,45%,52%,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Julian Erosa,"6' 1""","74.0""",31,13,0,48%,48%,0.0,3.0,2.0,4.0,4.0,0.0,5.0,0.0,0.0
Jarno Errens,"5' 11""","73.0""",14,6,1,44%,61%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ivan Erslan,"6' 2""","72.0""",14,6,0,46%,53%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carla Esparza,"5' 1""","63.0""",20,8,0,39%,54%,0.0,8.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0
Jordan Espinosa,"5' 6""","69.0""",15,9,0,52%,57%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Rafael Estevam,"5' 8""","69.0""",14,0,0,54%,47%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Achilles Estremadura,"5' 10""","68.0""",7,1,0,43%,70%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Etchell,"5' 7""","68.0""",7,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashlee Evans-Smith,"5' 8""","67.0""",6,6,0,34%,53%,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
Movsar Evloev,"5' 7""","72.0""",19,0,0,48%,60%,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Andre Ewell,"5' 8""","75.0""",17,9,0,40%,51%,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Chris Ewert,"6' 0""","75.0""",7,1,0,37%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethyn Ewing,"5' 6""","69.0""",9,2,0,52%,47%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Manuel Exposito,"5' 7""","68.0""",13,3,0,27%,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Eye,"5' 6""","66.0""",15,11,0,37%,55%,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
Melinda Fabian,"5' 6""","66.0""",4,4,2,41%,62%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rinat Fakhretdinov,"6' 0""","74.0""",24,1,1,52%,54%,0.0,4.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0
Pedro Falcao,"5' 6""","66.0""",16,5,0,48%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalindra Faria,"5' 7""",0,18,8,1,56%,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jair Farias,"6' 1""","76.0""",10,1,0,39%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Farrington,"6' 4""","79.0""",7,3,0,41%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Felipe,"6' 0""","75.0""",11,2,0,45%,50%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Feng Xiaocan,"5' 7""","67.0""",10,4,0,49%,68%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Ferguson,"5' 5""",0,10,5,0,43%,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriella Fernandes,"5' 6""","66.0""",11,3,0,48%,52%,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Kaue Fernandes,"5' 9""","73.0""",11,2,0,55%,62%,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
Luke Fernandez,"6' 1""","76.0""",6,1,0,58%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Fernando,"6' 3""","80.0""",9,2,0,51%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erisson Ferreira,"5' 6""","70.0""",12,2,0,32%,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunno Ferreira,"5' 10""","72.0""",15,3,0,50%,51%,0.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0
Timo Feucht,"6' 3""","79.0""",8,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Fialho,"6' 0""","74.0""",16,8,0,41%,45%,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Michal Figlak,"5' 10""","70.0""",8,2,0,39%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deiveson Figueiredo,"5' 5""","68.0""",25,6,1,53%,49%,0.0,6.0,4.0,4.0,3.0,5.0,5.0,0.0,1.0
Francisco Figueiredo,"5' 6""","68.0""",13,5,1,61%,61%,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Jonathan Figueroa,0,0,16,1,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jafel Filho,"5' 7""","68.0""",17,4,0,41%,50%,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Andre Fili,"5' 11""","74.0""",25,12,0,37%,51%,0.0,9.0,4.0,0.0,3.0,1.0,9.0,0.0,0.0
Torrez Finney,"5' 8""","75.0""",11,1,0,54%,40%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nick Fiore,"5' 10""","72.0""",6,2,0,46%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manon Fiorot,"5' 7""","65.0""",13,2,0,42%,66%,0.0,5.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0
Chris Fishgold,"5' 8""","68.0""",18,4,1,32%,46%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Rafael Fiziev,"5' 8""","71.0""",13,5,0,52%,49%,0.0,4.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0
AJ Fletcher,"5' 10""","67.0""",10,3,0,49%,46%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Nathan Fletcher,"5' 7""","70.0""",9,3,0,59%,57%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jimmy Flick,"5' 7""","68.0""",17,9,0,50%,43%,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Luke Flores,"6' 0""","73.0""",9,2,0,44%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Flores,"6' 3""","73.0""",7,3,0,37%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Flores,"5' 10""","73.0""",17,3,0,40%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrius Flowers,"5' 9""","71.0""",12,8,1,49%,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Floyd,0,0,2,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Font,"5' 8""","71.0""",22,10,0,45%,57%,0.0,5.0,6.0,1.0,4.0,3.0,4.0,0.0,1.0
Raheam Forest,"5' 11""","73.0""",7,2,0,38%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carol Foro,"5' 2""","61.0""",9,1,0,55%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renee Forte,"5' 7""","71.0""",8,4,0,32%,63%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brianna Fortino,"5' 0""","62.0""",9,3,0,41%,57%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tyrell Fortune,0,0,17,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glaico Franca Moreira,"6' 0""","77.0""",15,5,0,42%,47%,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Felipe Franco,"6' 1""","76.0""",8,1,0,71%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Franklin,"5' 6""","66.0""",5,1,0,33%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Frausto,"5' 2""","61.0""",8,7,0,21%,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Frazier,"6' 0""",0,3,3,0,39%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Frazier,"6' 0""","75.0""",10,3,0,66%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kennedy Freeman,0,0,6,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel Freeman,"6' 1""","77.0""",7,2,0,56%,50%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Willamy Freire,"5' 8""",0,26,6,0,37%,62%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patricio Freire,"5' 6""","67.0""",37,8,0,43%,57%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josh Fremd,"6' 4""","76.0""",11,6,0,44%,47%,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Matt Frevola,"5' 9""","71.0""",11,6,1,39%,56%,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0
Artem Frolov,"5' 10""",0,11,0,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Frota,"5' 6""","69.0""",9,2,0,52%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Frunza,"6' 1""","73.0""",9,4,0,38%,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Frye Jr.,"6' 5""","80.0""",6,1,0,38%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Fugitt,"6' 1""","77.0""",10,6,0,46%,51%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Masio Fullen,"5' 10""","70.0""",11,7,0,32%,54%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gustavo Gabriel,"5' 6""",0,13,1,0,65%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudia Gadelha,"5' 4""","63.0""",18,5,0,41%,57%,0.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
Magomed Gadzhiyasulov,"6' 2""","75.0""",9,1,0,49%,62%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Justin Gaethje,"5' 11""","70.0""",27,5,0,58%,51%,0.0,4.0,6.0,0.0,3.0,2.0,3.0,0.0,2.0
Sheila Gaff,"5' 5""",0,9,7,0,50%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muin Gafurov,"5' 7""","68.0""",20,7,0,47%,55%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mickey Gall,"6' 2""","74.0""",7,7,0,49%,49%,0.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0
